repeat_idx,enzyme1,enzyme2,ring,fragment_length,in_optimal_set
0,FspI,FspI,A,3090,false
0,FspI,FspI,A,3090,false
0,FspI,FspI,A,3090,false
0,FspI,FspI,A,3090,false
0,DraIII,DraIII,A,5125,false
0,DraIII,DraIII,A,5125,false
0,DraIII,DraIII,A,5125,false
0,DraIII,DraIII,A,5125,false
0,BstBI,BstBI,A,2868,false
0,BstBI,BstBI,A,2868,false
0,BstBI,BstBI,A,2868,false
0,BstBI,BstBI,A,2868,false
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,1439,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,5657,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,4218,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,5838,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,BpmI,BpmI,A,4399,true
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1658,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1875,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,AlwNI,AlwNI,A,1893,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,3377,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,4259,false
0,BsaHI,BsaHI,A,882,false
0,BsaHI,BsaHI,A,882,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,PvuII,PvuII,A,1329,false
0,BspEI,BspEI,A,708,false
0,BspEI,BspEI,A,708,false
0,BspEI,BspEI,A,708,false
0,BspEI,BspEI,A,708,false
0,AfeI,AfeI,A,3945,false
0,AfeI,AfeI,A,3945,false
0,AfeI,AfeI,A,3945,false
0,AfeI,AfeI,A,3945,false
0,NmeAIII,NmeAIII,A,4965,false
0,NmeAIII,NmeAIII,A,4965,false
0,NmeAIII,NmeAIII,A,4965,false
0,NmeAIII,NmeAIII,A,4965,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,PstI,PstI,A,3190,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,562,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7596,false
0,BstEII,BstEII,A,7034,false
0,BstEII,BstEII,A,7034,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,5114,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,6400,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,1286,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,7569,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,2455,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
0,MscI,MscI,A,1169,false
1,FspI,FspI,A,3090,false
1,FspI,FspI,A,3090,false
1,FspI,FspI,A,3090,false
1,FspI,FspI,A,3090,false
1,DraIII,DraIII,A,5125,false
1,DraIII,DraIII,A,5125,false
1,DraIII,DraIII,A,5125,false
1,DraIII,DraIII,A,5125,false
1,BstBI,BstBI,A,2868,false
1,BstBI,BstBI,A,2868,false
1,BstBI,BstBI,A,2868,false
1,BstBI,BstBI,A,2868,false
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,1439,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,5657,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,4218,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,5838,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,BpmI,BpmI,A,4399,true
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1658,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1875,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,AlwNI,AlwNI,A,1893,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,3377,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,4259,false
1,BsaHI,BsaHI,A,882,false
1,BsaHI,BsaHI,A,882,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
1,PvuII,PvuII,A,1329,false
